id,type,bytes,filename,sha256,relpath,validation_ok
994,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1420141,O-RAN.WG11.TR.Threat-Modeling.0-R004-v07.00.docx,dccf98fa5f924a52c279bd982ee3a17dd0e74acce8b8e6f6eff968516fe840dd,downloads/O-RAN.WG11.TR.Threat-Modeling.0-R004-v07.00.docx,True
995,application/vnd.openxmlformats-officedocument.wordprocessingml.document,96962,O-RAN.WG11.TR.SCM.0-R004-v01.00.docx,6fa4cb37002e480bdebe4680224b8d240ce547eacb4367db66b71561b3deaee6,downloads/O-RAN.WG11.TR.SCM.0-R004-v01.00.docx,True
996,application/vnd.openxmlformats-officedocument.wordprocessingml.document,93558,O-RAN.WG11.TR.PQC-Security.0-R004-v01.00.docx,bcf01113347c77ea40b2512f16c30b986821dd824a73ab951956ec91e470b4d0,downloads/O-RAN.WG11.TR.PQC-Security.0-R004-v01.00.docx,True
997,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1199922,O-RAN.WG11.TR.ZTA-R004-v04.00.docx,2e6693586ed08bd76f28937a2c6e882c4d4ba4fa06622cefb3a7eaf34b3f4db1,downloads/O-RAN.WG11.TR.ZTA-R004-v04.00.docx,True
998,application/vnd.openxmlformats-officedocument.wordprocessingml.document,954088,O-RAN.WG11.TR.AIML-Security-Analysis.0-R004-v04.00.docx,2fe7689396b17bcc813da03e2d2b129cc49f8108cd3aa0fb1d6319544330a022,downloads/O-RAN.WG11.TR.AIML-Security-Analysis.0-R004-v04.00.docx,True
999,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1702319,O-RAN.WG11.TR.Certficate-Management-Framework.0-R004-v05.00.docx,addc7d530061bd23c239b4764221ee2992f4917908668b576302e0d64f929a06,downloads/O-RAN.WG11.TR.Certficate-Management-Framework.0-R004-v05.00.docx,True
1000,application/vnd.openxmlformats-officedocument.wordprocessingml.document,8411408,O-RAN.WG11.TR.Open-FH-Security.0-R004-v05.00.docx,1f57313a387fa458bd6cc69a316b30e893e509bc64ef8368ebf5681d18b84d72,downloads/O-RAN.WG11.TR.Open-FH-Security.0-R004-v05.00.docx,True
1001,application/vnd.openxmlformats-officedocument.wordprocessingml.document,959421,O-RAN.WG11.TR.Security-Near-RT-RIC-xApps.0-R004-v06.00.docx,7faf07f404274cb777a47b9110af53f0195453ff0d092086fd82f3d76ce9e0d5,downloads/O-RAN.WG11.TR.Security-Near-RT-RIC-xApps.0-R004-v06.00.docx,True
1002,application/vnd.openxmlformats-officedocument.wordprocessingml.document,631824,O-RAN.WG11.TR.OAuth2.0-Security.0-R004-v06.00.docx,772d8779e173b9626611281af62d311eef5b1eb6d504aab830f13183e8c0e993,downloads/O-RAN.WG11.TR.OAuth2.0-Security.0-R004-v06.00.docx,True
1003,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2413223,O-RAN.WG11.TR.O-CLOUD-Security.0-R004-v08.00.docx,281c03e59ec3058aec4db3c241f989c7b7755fb0cbed3de9bb8ce925426d2dc5,downloads/O-RAN.WG11.TR.O-CLOUD-Security.0-R004-v08.00.docx,True
1004,application/vnd.openxmlformats-officedocument.wordprocessingml.document,671760,O-RAN.WG11.TR.SMO-Security-Analysis.0-R004-v07.00__id-1004.docx,494ad63b4937d5895f912966b441cbd698ce5373db1e2162949b367bcea78b91,downloads/O-RAN.WG11.TR.SMO-Security-Analysis.0-R004-v07.00__id-1004.docx,True
1005,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2268858,O-RAN.TIFG.TS.E2E-Test.0-R004-v08.00.docx,be696a210d0ded0213f599290f42ec7b9b75a1b15a2a05d12a7ddc4edeaa30a1,downloads/O-RAN.TIFG.TS.E2E-Test.0-R004-v08.00.docx,True
1006,application/vnd.openxmlformats-officedocument.wordprocessingml.document,461923,O-RAN.TIFG.TS.Cert-Badge.0-R004-v12.00.docx,4f961d2206b939f246293e042a71cf96c513c2437202e3bfc8f377c54a67f7cb,downloads/O-RAN.TIFG.TS.Cert-Badge.0-R004-v12.00.docx,True
1007,application/x-zip-compressed,220524,O-RAN.TIFG.TS.Cert-Badge.6-R004-v12.00.ZIP,fcb03f3400012a6dffcdcb87ef6e0c46cd032e09f8c57c459da049348b6779fe,downloads/O-RAN.TIFG.TS.Cert-Badge.6-R004-v12.00.ZIP,True
1008,application/pdf,233766,WG6.TS.O2IMS-INTERFACE-R004-v08.00-ERR01-v01.00.pdf,5600f09b8e49c9032260187d7f510efc7291904e4b9721cbc3d8d80bb8f1143b,downloads/WG6.TS.O2IMS-INTERFACE-R004-v08.00-ERR01-v01.00.pdf,True
1009,application/pdf,4440182,O-RAN.WG1.TR.Use-Cases-Analysis-Report-R005-v19.00__id-1009.pdf,81c5c24ef7d0025d1fd75fd06e8dc853e27eb2b375a62411d213b807576cd386,downloads/O-RAN.WG1.TR.Use-Cases-Analysis-Report-R005-v19.00__id-1009.pdf,True
1010,application/pdf,13430717,O-RAN.WG1.TS.Use-Cases-Detailed-Specification-R005-v19.00__id-1010.pdf,1c6fc7ad015f4a0c5c9a1973b5dde9e21b469423e67967af8abf22139e91baf6,downloads/O-RAN.WG1.TS.Use-Cases-Detailed-Specification-R005-v19.00__id-1010.pdf,True
1011,application/pdf,2295399,O-RAN.WG1.TR.CCIN-R005-v02.00__id-1011.pdf,58f5df4a7c556309caffdc7164317fa42c24262f01efa02b7096e1d9c08e9e1e,downloads/O-RAN.WG1.TR.CCIN-R005-v02.00__id-1011.pdf,True
1012,application/pdf,1810982,O-RAN.WG1.TR.RIC4NTN-R005-v02.00.pdf,7bb90581d0f287946b76c0d2ad22028bac1c074e107564da9b3184f2875bd933,downloads/O-RAN.WG1.TR.RIC4NTN-R005-v02.00.pdf,True
1013,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1044032,O-RAN.WG1.TS.OAD-R005-v16.00.docx,5ae679132253208d60b53b882bb4a17b80973557318cad160ae6ba47eb78b1ba,downloads/O-RAN.WG1.TS.OAD-R005-v16.00.docx,True
1014,application/vnd.openxmlformats-officedocument.wordprocessingml.document,290677,O-RAN.WG1.TS.SMO-ARCH-R005-v02.00.docx,16b2c8d19f3773232a37cd7ed7b7b8dd4e5c5704c86dd962193c174f139aa44e,downloads/O-RAN.WG1.TS.SMO-ARCH-R005-v02.00.docx,True
1015,application/pdf,469083,O-RAN.WG2.TS.R1GAP-R005-v13.00.pdf,4a6406d4ca54a00d51fd83b009bf5fdce7aa99cfa7a7fffeaee466904c2b9659,downloads/O-RAN.WG2.TS.R1GAP-R005-v13.00.pdf,True
1016,application/pdf,3790668,O-RAN.WG2.TS.R1UCR-R005-v12.00.pdf,37097f8c2626bea114192ce272ae67a29f47afad354a1b6864f8e8c93de6a355,downloads/O-RAN.WG2.TS.R1UCR-R005-v12.00.pdf,True
1017,application/pdf,2692088,O-RAN.WG2.TS.R1AP-R005-v10.00.pdf,6915364c320450d26e93785268a94153204867f132d56b5f976ef51ad3fa1d19,downloads/O-RAN.WG2.TS.R1AP-R005-v10.00.pdf,True
1018,application/pdf,444535,O-RAN.WG2.TS.R1TD-R005-v04.02.pdf,aa6b28a64b5a6f8534319b86aa0058577508b1d74c136b4e134ee60297ddc33d,downloads/O-RAN.WG2.TS.R1TD-R005-v04.02.pdf,True
1019,application/pdf,1059817,O-RAN.WG2.TS.R1TS-R005-v05.00__id-1019.pdf,53264b2ca1f3ee270eb345178f91fe3f98338ed9d37204fb5dcd97e7371312e1,downloads/O-RAN.WG2.TS.R1TS-R005-v05.00__id-1019.pdf,True
1020,application/pdf,613909,O-RAN.WG2.TS.A1GAP-R005-v05.03.pdf,7fc3757d8a94ca0e6874fb0e7302fa6b9e0a67355c868f0633243f32283ca0a8,downloads/O-RAN.WG2.TS.A1GAP-R005-v05.03.pdf,True
1021,application/pdf,975292,O-RAN.WG2.TS.A1AP-R005-v06.00.pdf,b10afbda30b87a863b27417e21d2d3be21b022196988919e2f1b75c9425ffaf0,downloads/O-RAN.WG2.TS.A1AP-R005-v06.00.pdf,True
1022,application/pdf,1205947,O-RAN.WG2.TS.A1TD-R005-v11.01.pdf,e8e3f86e8df2d2d3153f5cb23e69d4510b0ddfd0ed4c7d3f76bdde32f5ca2e5e,downloads/O-RAN.WG2.TS.A1TD-R005-v11.01.pdf,True
1023,application/pdf,750249,O-RAN.WG2.TS.A1TS-R005-v05.00__id-1023.pdf,5229d718929c0095ba179aeb8066041b517b295bf100f5de2db8f60cc226eabf,downloads/O-RAN.WG2.TS.A1TS-R005-v05.00__id-1023.pdf,True
1024,application/pdf,1060254,O-RAN.WG2.TS.A1UCR-R005-v05.00.pdf,56d2a5cd67edd31bc556808311757dbcf8374c35f95fb68decc907a45b5471e8,downloads/O-RAN.WG2.TS.A1UCR-R005-v05.00.pdf,True
1025,application/pdf,258907,O-RAN.WG2.TR.DECSMO-Impact-R005-v02.00__id-1025.pdf,12eae0143aca7fe7a08788a35efc695a0094215b065f62c01895cd66c4915785,downloads/O-RAN.WG2.TR.DECSMO-Impact-R005-v02.00__id-1025.pdf,True
1026,application/vnd.openxmlformats-officedocument.wordprocessingml.document,4187624,O-RAN.WG2.TS.Use-Case-Requirements-R005-v11.00.docx,7253001ffaa531554e5487ee80c32156b1201b254e414df897778131003e81d3,downloads/O-RAN.WG2.TS.Use-Case-Requirements-R005-v11.00.docx,True
1027,application/pdf,3159638,O-RAN.WG3.TS.UCR-R005-v10.00.pdf,969b80badb066f80aa425f4851cefd3529a52ab9bf845e947e37b1c89650996c,downloads/O-RAN.WG3.TS.UCR-R005-v10.00.pdf,True
1028,application/vnd.openxmlformats-officedocument.wordprocessingml.document,124455,O-RAN.WG3.TS.Y1GAP-R005-v01.02.docx,ceff24815b3aa43fe33b32dfbf369e8fc48bd1832808bb7d1f9a93d1c8380534,downloads/O-RAN.WG3.TS.Y1GAP-R005-v01.02.docx,True
1029,application/vnd.openxmlformats-officedocument.wordprocessingml.document,235205,O-RAN.WG3.TS.Y1AP-R005-v01.02.docx,1b5f8d365e5727f8cb21064baa5549126e084e39b44a5208e3f4b99a22be25c5,downloads/O-RAN.WG3.TS.Y1AP-R005-v01.02.docx,True
1030,application/vnd.openxmlformats-officedocument.wordprocessingml.document,138496,O-RAN.WG3.TS.Y1TD-R005-v03.00.docx,8c388945666ebf1fd9abe59872d3864c21e99302ea1263d482d0811c31877280,downloads/O-RAN.WG3.TS.Y1TD-R005-v03.00.docx,True
1031,application/vnd.openxmlformats-officedocument.wordprocessingml.document,3729871,O-RAN.WG3.TS.RICARCH-R005-v08.00.docx,3ba909b3decd1442864e986db0d165e8e726f77443c7fd72e8094b0e735ebaad,downloads/O-RAN.WG3.TS.RICARCH-R005-v08.00.docx,True
1032,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2005883,O-RAN.WG3.TS.RICAPI-R005-v03.00.docx,d398e5d8febd02ef0088836f2c2db9c16c611a2ed7d7a7187f7b823f380a259a,downloads/O-RAN.WG3.TS.RICAPI-R005-v03.00.docx,True
1033,application/vnd.openxmlformats-officedocument.wordprocessingml.document,36061978,O-RAN.WG4.TS.CUS.0-R005-v20.00.docx,7b2140e76ab03e494b20726388c7c9b216615c2df21bb9534a320cb3a7a65df6,downloads/O-RAN.WG4.TS.CUS.0-R005-v20.00.docx,True
1034,application/vnd.openxmlformats-officedocument.wordprocessingml.document,6922074,O-RAN.WG4.TS.MP.0-R005-v20.00.docx,719c11b5b8e7d95bb6fb5a396edfd6f97f9021b43ae8a51e077a133d15dd3e67,downloads/O-RAN.WG4.TS.MP.0-R005-v20.00.docx,True
1035,application/x-zip-compressed,246328,O-RAN.WG4.TS.MP-YANGs-R005-v20.00.zip,33799dcf18c46e818784605e15447308a27a54046c9f0c8253556e51780ca125,downloads/O-RAN.WG4.TS.MP-YANGs-R005-v20.00.zip,True
1036,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1154501,O-RAN.WG4.TS.IOT.0-R005-v15.00__id-1036.docx,c3b1dcf9dcac445c08817dc64b7420e7311851c7acdd9b1cdc42122349ca5b85,downloads/O-RAN.WG4.TS.IOT.0-R005-v15.00__id-1036.docx,True
1037,application/vnd.openxmlformats-officedocument.wordprocessingml.document,9786716,O-RAN.WG4.TS.CONF.0-R005-v15.00.docx,6b4a4d3af8acc22025d57eca79c44d8a10ef4bcbb4cf0a3f2a4896b9373c7418,downloads/O-RAN.WG4.TS.CONF.0-R005-v15.00.docx,True
1038,application/vnd.openxmlformats-officedocument.wordprocessingml.document,71764315,O-RAN.WG5.TS.C.1-R005-v17.00__id-1038.docx,9ca81aeb3323e51df477d3a63f90af7cefca3b7d41bce857f6d624d98f6041f8,downloads/O-RAN.WG5.TS.C.1-R005-v17.00__id-1038.docx,True
1039,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1096885,O-RAN.WG5.TS.IOT.0-R005-v15.00__id-1039.docx,b6b490bebba6c217eaffa3dc80f70a04db69883cfbd3d07ea460d5771f7f0ae6,downloads/O-RAN.WG5.TS.IOT.0-R005-v15.00__id-1039.docx,True
1040,application/vnd.openxmlformats-officedocument.wordprocessingml.document,423810,O-RAN.WG5.TS.D2GAP.0-R005-v03.00.docx,0fac30a2173e809bb9006cdb798fa18913eff24dcca56400b1fcd68ad2231122,downloads/O-RAN.WG5.TS.D2GAP.0-R005-v03.00.docx,True
1041,application/vnd.openxmlformats-officedocument.wordprocessingml.document,295943,O-RAN.WG5.TS-D2-O_MRequirements-R005_v01.00.docx,899c837226b450ebc72273162eabba6b1742e689165bfd4df574b2cfae664e54,downloads/O-RAN.WG5.TS-D2-O_MRequirements-R005_v01.00.docx,True
1042,application/vnd.openxmlformats-officedocument.wordprocessingml.document,428864,O-RAN.WG5.TS.D2AP-0.R005-v01.00.docx,ec83270e0b7d076a4bb9ee98dc38faf0e136495f274f983e8d7c150f60d55fac,downloads/O-RAN.WG5.TS.D2AP-0.R005-v01.00.docx,True
1043,application/vnd.openxmlformats-officedocument.wordprocessingml.document,68122,O-RAN.WG5.TS.D2AP-R005-v01.00-ERR01-v01.00.docx,12075031ca99414783fbc3c27f2907481423ca072ad53a40868184488e8efb27,downloads/O-RAN.WG5.TS.D2AP-R005-v01.00-ERR01-v01.00.docx,True
1044,application/pdf,2432892,O-RAN.WG6.TS.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R005-v10.00.pdf,45797a3e0538c4ce08e0537f045cdbe79591b1c55bdb0db13a2c8c0a0e3e834a,downloads/O-RAN.WG6.TS.O2DMS-INTERFACE-ETSI-NFV-PROFILE-R005-v10.00.pdf,True
1045,application/pdf,2787187,O-RAN.WG6.TS.O2-GA_P-R005-v10.00.pdf,11859207e26293ecb82fac7f27f859cc52520375a9894091b429039c25e0f3ba,downloads/O-RAN.WG6.TS.O2-GA_P-R005-v10.00.pdf,True
1046,application/pdf,1103434,O-RAN.WG6.O2DMS-INTERFACE-K8S-PROFILE-R005-v07.00.pdf,c004887bb1688393ac4f47dcfe16a7c366b941296079f1bc528336800b7e1e49,downloads/O-RAN.WG6.O2DMS-INTERFACE-K8S-PROFILE-R005-v07.00.pdf,True
1047,application/pdf,2512016,O-RAN.WG6.TR.FOCOM-NFO-SMOS-NBI-R005-v02.00.pdf,9f488d3fcf30f70c0fc874344b02bf159e4d3f40adfe8006a6c3d0b9301b72e0,downloads/O-RAN.WG6.TR.FOCOM-NFO-SMOS-NBI-R005-v02.00.pdf,True
1048,application/x-zip-compressed,1940032,O-RAN.WG6.TS.O-Cloud-IM-R005-v06.00.zip,ecdf56ac5683f5fe5737ea3bcb851ad8b3f90be81b81645ff2d06cac6c0b96b5,downloads/O-RAN.WG6.TS.O-Cloud-IM-R005-v06.00.zip,True
1049,application/pdf,1355593,O-RAN.WG6.O-CLOUD-IOT-R005-v02.03.pdf,66051302e23a2c24b30fd03ed18843c2b86496ed4224dfb13a661e90ae695866,downloads/O-RAN.WG6.O-CLOUD-IOT-R005-v02.03.pdf,True
1050,application/pdf,2718523,O-RAN.WG6.TS.O2IMS-INTERFACE-R005-v11.00.pdf,60c96afe9c6eef236e2f384846e7250c80d3a5a26ac8652dd146cffb2b8ad575,downloads/O-RAN.WG6.TS.O2IMS-INTERFACE-R005-v11.00.pdf,True
1051,application/pdf,12873083,O-RAN.WG6.ORCH-USE-CASES-R005-v15.00.pdf,bfd2aa5f86803dc6d62762974fb95ed5ae4e648bb5e323640e336665c8e2559f,downloads/O-RAN.WG6.ORCH-USE-CASES-R005-v15.00.pdf,True
